Time,Latitude,Longitude,Depth_Km,Magnitude
2016-08-24 14:18:26.980,42.8207,13.1248,7.8,3.4
2016-08-24 14:22:53.310,42.8053,13.2087,9.1,2.4
2016-08-24 14:42:10.410,42.8352,13.2543,7.0,2.7
2016-08-24 14:43:41.980,42.8363,13.2518,8.6,2.3
2016-08-24 15:00:26.830,42.8213,13.1547,9.7,2.8
2016-08-24 15:05:11.340,42.748000000000005,13.2242,8.8,2.3
2016-08-24 15:12:09.030,42.8047,13.2592,7.8,2.9
2016-08-24 15:20:03.580,42.8192,13.2235,7.8,2.8
2016-08-24 15:23:51.140,42.8095,13.243,7.3,2.6
2016-08-24 15:25:33.170,42.835,13.1613,9.8,2.3
2016-08-24 15:31:53.180,42.7867,13.2115,6.8,2.3
2016-08-24 15:33:13.560,42.6888,13.3113,5.5,3.1
2016-08-24 15:38:27.510,42.7858,13.1497,9.7,2.2
2016-08-24 15:49:40.920,42.6115,13.3178,10.1,2.6
2016-08-24 15:55:01.950,42.6073,13.2627,11.1,2.5
2016-08-24 15:55:41.080,42.7845,13.1757,7.3,2.7
2016-08-24 15:57:09.200,42.7723,13.1872,9.5,2.5
2016-08-24 15:59:29.390,42.6603,13.2013,10.4,2.3
2016-08-24 16:02:20.780,42.7997,13.2403,8.3,3.8
2016-08-24 16:03:30.210,42.801,13.179,10.0,3.2
2016-08-24 16:25:59.540,42.7998,13.1488,9.8,2.5
2016-08-24 16:28:45.620,42.8093,13.1982,9.6,2.7
2016-08-24 16:39:44.840,42.8048,13.2123,9.1,2.6
2016-08-24 16:45:10.400,42.7288,13.1973,8.5,3.2
2016-08-24 16:52:11.080,42.793,13.175,8.8,2.1
2016-08-24 17:02:21.120,42.6313,13.3142,9.8,2.7
2016-08-24 17:08:23.160,42.6887,13.2167,11.0,2.3
2016-08-24 17:09:06.620,42.8067,13.1937,8.3,2.2
2016-08-24 17:20:26.080,42.6477,13.2182,12.0,2.1
2016-08-24 17:39:27.780,42.7973,13.2405,8.9,3.1
2016-08-24 18:34:47.340,42.7352,13.2375,9.4,3.1
2016-08-24 18:37:11.280,42.765,13.1537,9.1,2.5
2016-08-24 18:39:53.030,42.7247,13.2032,8.6,2.7
2016-08-24 18:54:29.690,42.6207,13.2848,7.1,2.6
2016-08-24 18:57:21.880,42.665,13.3062,7.3,2.6
2016-08-24 19:03:59.960,42.6152,13.32,5.9,2.0
2016-08-24 19:16:42.640,42.6208,13.2512,11.4,2.5
2016-08-24 19:27:01.480,42.8183,13.228,9.1,2.2
2016-08-24 19:29:53.180,42.6055,13.2763,10.4,2.9
2016-08-24 19:37:08.280,42.803000000000004,13.1897,6.1,2.7
2016-08-24 19:38:00.370,42.8012,13.2493,7.5,3.0
2016-08-24 19:46:09.500,42.6587,13.2147,10.3,4.2
2016-08-24 19:49:56.820,42.7593,13.2487,7.8,2.5
2016-08-24 19:50:54.620,42.7388,13.1952,9.9,2.4
2016-08-24 19:54:34.490,42.6182,13.2412,11.2,2.7
2016-08-24 19:55:23.230,42.8043,13.2458,8.7,2.9
2016-08-24 19:56:16.460,42.7968,13.2312,9.3,2.9
2016-08-24 20:06:44.570,42.816,13.1483,10.5,2.2
2016-08-24 20:08:03.760,42.845,13.1123,8.4,2.7
2016-08-24 20:12:20.490,42.6875,13.1873,9.5,2.1
2016-08-24 20:18:52.190,42.7437,13.2648,9.6,2.1
2016-08-24 20:36:06.940,42.6887,13.165999999999999,10.2,3.1
2016-08-24 20:37:53.460,42.6517,13.2262,10.5,2.7
2016-08-24 20:39:31.140,42.7035,13.1647,10.3,2.1
2016-08-24 20:42:30.100,42.7757,13.1663,10.0,3.1
2016-08-24 20:43:51.420,42.7712,13.1808,9.5,2.5
2016-08-24 20:53:58.160,42.8002,13.2622,8.5,2.3
2016-08-24 20:58:41.990,42.7898,13.1903,8.9,2.8
2016-08-24 21:00:49.560,42.7407,13.2562,9.9,2.0
2016-08-24 21:10:18.780,42.6502,13.2383,10.6,2.8
2016-08-24 21:22:49.200,42.646,13.2422,12.2,2.5
2016-08-24 21:26:02.610,42.8012,13.2107,8.8,2.8
2016-08-24 21:30:00.860,42.605,13.2357,12.4,2.0
2016-08-24 21:31:00.750,42.6257,13.309000000000001,9.0,2.0
2016-08-24 21:32:06.420,42.8255,13.1512,9.9,2.0
2016-08-24 21:38:00.120,42.7897,13.2163,7.8,2.7
2016-08-24 21:44:00.400,42.7968,13.2402,6.3,2.3
2016-08-24 21:56:20.640,42.748999999999995,13.1752,10.3,2.4
2016-08-24 22:02:57.710,42.6858,13.2227,10.0,2.3
2016-08-24 22:06:11.620,42.7273,13.2193,10.0,2.1
2016-08-24 22:08:36.420,42.6512,13.3003,7.8,2.4
2016-08-24 22:14:29.990,42.7757,13.1608,8.2,2.7
2016-08-24 22:16:29.200,42.785,13.2188,10.3,2.7
2016-08-24 22:17:40.050,42.6277,13.2982,7.9,2.0
2016-08-24 22:19:47.280,42.8132,13.1895,8.2,2.1
2016-08-24 22:21:36.100,42.7808,13.1477,8.7,3.3
2016-08-24 22:23:45.000,42.7753,13.2518,7.6,2.5
2016-08-24 22:56:22.920,42.6537,13.2163,11.3,2.2
2016-08-24 23:05:51.790,42.7778,13.1855,9.3,2.8
2016-08-24 23:12:27.470,42.7542,13.1867,9.9,2.4
2016-08-24 23:13:21.500,42.6163,13.2908,9.9,2.2
2016-08-24 23:15:38.100,42.7888,13.1532,11.4,2.3
2016-08-24 23:27:48.340,42.7587,13.1047,8.4,2.9
2016-08-24 23:29:45.710,42.6485,13.2955,5.6,2.4
2016-08-24 23:35:25.340,42.7577,13.0885,10.7,2.0
2016-08-24 23:39:06.170,42.6725,13.1917,9.6,2.0
2016-08-24 23:39:30.350,42.6053,13.2318,18.0,2.2
2016-08-24 23:45:44.840,42.8038,13.1722,10.1,3.1
2016-08-24 23:55:10.860,42.6597,13.2137,10.7,2.3
2016-08-25 00:00:36.530,42.8057,13.1877,9.3,2.1
2016-08-25 00:02:02.490,42.6415,13.3043,11.1,2.1
2016-08-25 00:02:02.640,42.6643,13.2998,0.7,2.2
2016-08-25 00:10:52.340,42.8368,13.1493,8.6,2.0
2016-08-25 00:15:47.030,42.6588,13.2812,10.7,2.1
2016-08-25 00:20:24.340,42.7923,13.2028,9.6,2.5
2016-08-25 00:22:05.500,42.7935,13.1687,10.2,2.1
2016-08-25 00:23:12.140,42.7422,13.177999999999999,10.8,2.2
2016-08-25 00:35:34.280,42.7807,13.1297,10.6,2.0
2016-08-25 00:56:09.870,42.7027,13.2243,10.7,2.2
2016-08-25 00:57:19.830,42.7288,13.2393,10.8,2.7
2016-08-25 01:03:02.670,42.7405,13.2337,8.9,2.3
2016-08-25 01:03:51.230,42.813,13.1973,9.2,2.0
2016-08-25 01:04:57.810,42.7533,13.2353,7.5,2.1
2016-08-25 01:06:16.830,42.7325,13.2442,10.4,2.4
2016-08-25 01:07:57.220,42.8,13.2522,8.4,2.0
2016-08-25 01:22:05.830,42.6535,13.2098,11.8,4.0
2016-08-25 01:24:55.820,42.7505,13.2323,9.4,3.4
2016-08-25 01:28:23.440,42.6017,13.231,15.9,2.5
2016-08-25 01:30:04.530,42.6503,13.2212,10.4,2.5
2016-08-25 01:32:10.450,42.6638,13.225999999999999,5.8,2.9
2016-08-25 01:36:56.690,42.563,13.2658,13.5,2.2
2016-08-25 01:59:36.920,42.8287,13.2512,7.9,2.7
2016-08-25 02:05:52.740,42.8458,13.2387,8.9,2.0
2016-08-25 02:07:25.310,42.6933,13.2727,10.6,2.1
2016-08-25 02:09:50.770,42.7628,13.1497,10.7,2.1
2016-08-25 02:11:20.980,42.4902,13.2318,10.4,2.3
2016-08-25 02:12:34.740,42.6063,13.3035,11.1,2.9
2016-08-25 02:16:15.030,42.7538,13.1092,7.6,2.5
2016-08-25 02:17:02.960,42.6202,13.2968,7.8,2.6
2016-08-25 02:19:15.400,42.7208,13.2077,10.4,2.1
2016-08-25 02:19:37.570,42.8473,13.2627,9.7,2.4
2016-08-25 02:32:38.660,42.6413,13.2127,10.1,2.7
2016-08-25 02:34:35.520,42.5353,13.2313,9.4,2.1
2016-08-25 02:35:24.090,42.661,13.2563,8.3,2.4
2016-08-25 02:37:20.460,42.6187,13.2667,10.6,2.1
2016-08-25 02:42:45.440,42.7668,13.190999999999999,11.2,2.4
2016-08-25 02:44:39.090,42.8077,13.2048,9.3,2.0
2016-08-25 02:48:28.350,42.9918,13.2743,29.0,2.3
2016-08-25 02:50:13.840,42.7545,13.1942,9.6,2.0
2016-08-25 02:55:57.550,42.5995,13.2158,15.9,2.0
2016-08-25 02:57:52.400,42.7505,13.1995,9.6,2.5
2016-08-25 02:58:44.690,42.8068,13.1557,9.1,2.2
2016-08-25 03:05:30.730,42.6298,13.2463,15.2,2.0
2016-08-25 03:14:05.930,42.7407,13.1847,9.9,2.0
2016-08-25 03:21:25.240,42.8063,13.1493,8.8,2.7
2016-08-25 03:21:25.130,42.8085,13.1547,9.6,2.7
2016-08-25 03:23:10.020,42.7962,13.1515,8.6,2.2
2016-08-25 03:23:10.290,42.8053,13.1393,9.4,2.0
2016-08-25 03:28:46.870,42.7577,13.1872,9.7,2.3
2016-08-25 03:29:40.120,42.7533,13.1917,9.3,2.1
2016-08-25 03:35:48.700,42.7512,13.2057,9.9,2.1
2016-08-25 03:41:29.540,42.6517,13.2992,7.1,2.0
2016-08-25 03:42:24.760,42.7078,13.2368,9.3,2.0
2016-08-25 03:51:57.680,42.961999999999996,13.1595,9.3,2.7
2016-08-25 03:52:15.530,42.8392,13.2097,8.5,2.7
2016-08-25 04:03:25.950,42.8068,13.195,9.9,2.0
2016-08-25 04:03:55.520,42.7292,13.2053,9.1,2.0
2016-08-25 04:07:13.080,42.82,13.2247,9.7,2.1
2016-08-25 04:08:01.560,42.6412,13.3382,4.0,2.0
2016-08-25 04:09:53.200,42.6113,13.3078,10.0,2.1
2016-08-25 04:29:13.350,42.7632,13.116,8.3,2.7
2016-08-25 04:36:28.330,42.6422,13.3068,9.6,2.5
2016-08-25 04:57:41.430,42.8007,13.1428,10.6,2.1
2016-08-25 05:10:57.540,42.8312,13.1538,9.7,2.6
2016-08-25 05:15:04.440,42.8112,13.154000000000002,9.3,2.4
2016-08-25 05:17:16.700,42.7452,13.1927,9.0,4.3
2016-08-25 05:21:19.210,42.7545,13.1998,9.9,2.3
2016-08-25 05:22:03.780,42.7628,13.2047,9.8,2.2
2016-08-25 05:26:53.380,42.8415,13.255,8.6,2.1
2016-08-25 05:28:29.540,42.7372,13.2188,10.2,2.2
2016-08-25 05:30:31.980,42.8625,13.0177,10.6,2.6
2016-08-25 05:31:11.710,42.7913,13.1517,9.4,2.2
2016-08-25 05:34:20.390,42.7563,13.1747,10.5,2.0
2016-08-25 05:34:53.150,42.7677,13.1682,10.4,2.2
2016-08-25 05:37:08.150,42.7918,13.2328,9.2,2.3
2016-08-25 05:38:03.190,42.7648,13.1838,10.2,2.3
2016-08-25 05:40:07.750,42.7568,13.1955,9.5,2.1
2016-08-25 05:48:30.750,42.7105,13.2268,9.0,2.1
2016-08-25 05:49:17.470,42.7357,13.1973,10.1,2.1
2016-08-25 05:50:17.740,42.753,13.1983,8.9,2.1
2016-08-25 05:51:33.290,42.8257,13.2453,9.3,2.0
2016-08-25 05:55:39.380,42.7525,13.1817,10.2,2.1
2016-08-25 06:01:54.150,42.7608,13.2025,9.8,2.0
2016-08-25 06:03:01.820,42.7332,13.1993,9.7,2.3
2016-08-25 06:03:29.890,42.5778,13.2388,10.6,2.2
2016-08-25 06:12:11.780,42.6913,13.2343,10.2,3.3
2016-08-25 06:13:26.950,42.6148,13.2938,6.8,2.9
2016-08-25 06:16:32.020,42.6832,13.2578,10.9,2.0
2016-08-25 06:22:03.150,42.7638,13.2268,10.3,2.2
2016-08-25 06:38:44.170,42.7412,13.2033,10.2,2.0
2016-08-25 06:41:34.520,42.8452,13.220999999999998,8.6,2.4
2016-08-25 06:46:20.970,42.7953,13.2033,9.0,2.6
2016-08-25 06:47:10.320,42.7603,13.2062,9.5,2.5
2016-08-25 06:51:40.160,42.6323,13.3263,8.2,3.8
2016-08-25 06:53:21.900,42.812,13.2123,8.4,2.8
2016-08-25 06:56:57.540,42.7845,13.1753,6.3,2.9
2016-08-25 06:56:57.350,42.7905,13.2153,7.9,2.9
2016-08-25 07:47:47.200,42.7892,13.2075,9.4,2.1
2016-08-25 07:47:47.120,42.7917,13.216,9.5,2.4
2016-08-25 07:56:14.770,42.6277,13.2372,10.9,2.3
2016-08-25 07:58:16.320,42.6197,13.2258,10.4,2.2
2016-08-25 08:19:19.800,42.8027,13.1437,10.3,2.1
2016-08-25 08:32:23.580,42.6158,13.2768,11.5,2.6
2016-08-25 08:38:17.050,42.7453,13.2217,9.0,2.1
2016-08-25 08:51:47.600,42.6218,13.2183,9.9,2.7
2016-08-25 08:55:23.860,42.7592,13.2278,9.9,2.3
2016-08-25 09:00:54.780,42.6188,13.3012,8.3,2.2
2016-08-25 09:03:16.590,42.8742,13.2278,8.1,2.7
2016-08-25 09:06:46.670,42.6213,13.2533,10.3,2.2
2016-08-25 09:08:04.330,42.7488,13.2178,9.9,2.6
2016-08-25 09:23:19.120,42.6227,13.3152,12.3,2.5
2016-08-25 09:27:54.440,42.7557,13.196,10.7,2.5
2016-08-25 09:39:17.180,42.782,13.2098,10.5,2.2
2016-08-25 09:45:59.780,42.6192,13.2292,11.4,2.3
2016-08-25 10:21:32.090,42.6532,13.2873,6.7,2.7
2016-08-25 10:21:52.320,42.8352,13.2547,8.4,2.8
2016-08-25 10:23:55.750,42.7388,13.2305,10.2,2.3
2016-08-25 10:27:06.460,42.7393,13.2198,10.4,2.6
2016-08-25 10:34:03.570,42.8068,13.225999999999999,7.4,2.0
2016-08-25 10:35:14.380,42.6192,13.2902,7.8,2.0
2016-08-25 10:38:30.900,42.7458,13.2307,10.3,2.1
2016-08-25 10:59:37.360,42.6137,13.3032,6.9,3.2
2016-08-25 11:00:37.240,42.6612,13.2633,14.5,2.3
2016-08-25 11:08:16.120,42.6938,13.3038,10.1,2.0
2016-08-25 11:30:28.540,42.6125,13.2362,10.8,2.5
2016-08-25 11:32:34.160,42.7757,13.107999999999999,6.7,2.2
2016-08-25 11:45:44.210,42.7982,13.1757,9.8,2.0
2016-08-25 12:07:59.170,42.6982,13.2355,10.6,2.1
2016-08-25 12:26:52.740,42.6528,13.2943,7.8,2.3
2016-08-25 12:41:43.040,42.7613,13.2593,8.5,2.3
2016-08-25 12:46:00.490,42.7405,13.1342,9.7,2.5
2016-08-25 12:48:49.240,42.6657,13.2622,9.9,2.3
2016-08-25 12:50:53.840,42.6117,13.2618,11.5,2.4
2016-08-25 12:54:14.010,42.6072,13.3067,8.2,2.5
2016-08-25 12:55:18.220,42.7575,13.2023,9.9,2.5
2016-08-25 13:01:30.380,42.6348,13.2092,13.7,2.2
2016-08-25 13:03:33.670,42.6397,13.2217,10.9,2.1
2016-08-25 13:19:40.130,42.8072,13.1563,10.1,2.1
2016-08-25 13:21:59.620,42.8123,13.1763,10.3,2.8
2016-08-25 13:21:59.730,42.8148,13.1697,9.4,2.9
2016-08-25 13:28:42.230,42.8022,13.2648,10.7,2.2
2016-08-25 13:36:47.650,42.5837,13.2723,10.8,2.0
2016-08-25 13:38:35.600,42.6167,13.305,9.0,2.3
2016-08-25 13:45:50.690,42.7917,13.2352,7.1,2.1
2016-08-25 13:53:11.230,42.6378,13.2173,13.7,2.4
2016-08-25 14:12:02.480,42.7522,13.2088,9.8,2.1
2016-08-25 14:16:52.660,42.8368,13.2242,9.2,2.1
2016-08-25 14:18:11.790,42.6997,13.2462,10.8,2.1
2016-08-25 14:21:58.500,42.6132,13.2522,10.7,3.2
2016-08-25 14:36:05.210,42.6003,13.2823,7.5,4.4
2016-08-25 14:39:19.880,42.7693,13.1258,10.7,2.7
2016-08-25 14:42:00.060,42.7342,13.1623,8.7,2.2
2016-08-25 14:42:59.990,42.6852,13.2048,10.8,2.0
2016-08-25 14:47:55.750,42.623000000000005,13.2915,7.2,2.8
2016-08-25 14:50:19.840,42.7288,13.1748,10.1,2.3
2016-08-25 14:51:24.640,42.6227,13.3027,7.5,2.0
2016-08-25 14:55:00.670,42.8622,13.2407,8.1,2.0
2016-08-25 14:55:30.630,42.7988,13.2425,9.1,2.2
2016-08-25 15:09:53.730,42.621,13.2883,8.2,2.7
2016-08-25 15:12:32.900,42.7682,13.245999999999999,8.9,2.0
2016-08-25 15:13:11.620,42.6067,13.3127,11.0,2.1
2016-08-25 15:16:24.220,42.6718,13.2158,10.4,2.3
2016-08-25 15:19:40.310,42.7707,13.2215,14.0,2.4
2016-08-25 15:27:22.170,42.61,13.3033,7.5,2.2
2016-08-25 15:34:55.370,42.605,13.294,9.6,2.8
2016-08-25 15:36:09.280,42.81,13.1987,10.0,2.1
2016-08-25 15:37:34.010,42.746,13.1982,10.5,2.2
2016-08-25 15:46:08.990,42.6212,13.2987,8.5,2.1
2016-08-25 15:47:27.520,42.7247,13.209000000000001,10.7,2.4
2016-08-25 15:54:50.050,42.6807,13.2195,10.1,2.2
2016-08-25 16:07:48.670,42.6267,13.3017,8.3,2.2
2016-08-25 16:17:18.640,42.7773,13.1187,8.1,2.7
2016-08-25 16:25:08.180,42.783,13.1197,7.6,2.0
2016-08-25 16:25:48.410,42.7427,13.2463,10.2,2.2
2016-08-25 16:55:33.640,42.7948,13.2022,9.1,2.5
2016-08-25 16:58:47.600,42.8123,13.245,8.5,2.1
2016-08-25 17:06:43.160,42.8093,13.2372,8.4,2.1
2016-08-25 17:14:50.640,42.7322,13.2343,9.3,2.1
2016-08-25 17:15:24.700,42.7993,13.2092,10.0,2.2
2016-08-25 17:22:29.960,42.8432,13.2212,7.8,2.9
2016-08-25 17:24:09.740,42.6198,13.2957,9.7,2.0
2016-08-25 17:32:53.030,42.6863,13.2095,10.3,2.5
2016-08-25 17:49:07.680,42.8162,13.2393,9.4,2.1
2016-08-25 18:00:51.910,42.8285,13.2318,8.6,2.1
2016-08-25 18:09:22.800,42.7037,13.2243,8.2,2.4
2016-08-25 18:10:28.810,42.6785,13.1877,10.4,2.4
2016-08-25 18:23:44.840,42.8088,13.2493,9.0,2.7
2016-08-25 18:32:10.860,42.7987,13.2158,10.0,2.1
2016-08-25 18:47:25.020,42.8315,13.2227,9.0,2.0
2016-08-25 18:54:38.360,42.6107,13.2985,7.5,2.3
2016-08-25 18:57:43.120,42.8048,13.2012,9.9,2.0
2016-08-25 18:59:13.320,42.7763,13.2478,9.6,2.3
2016-08-25 19:00:15.000,42.8153,13.1932,10.5,2.2
2016-08-25 19:22:42.500,42.6612,13.2603,10.0,2.0
2016-08-25 19:30:24.190,42.6258,13.2995,8.0,2.1
2016-08-25 19:31:10.210,42.8108,13.2493,7.3,2.7
2016-08-25 19:31:59.880,42.7548,13.1677,11.0,2.1
2016-08-25 19:32:25.120,42.8338,13.1598,10.3,2.2
2016-08-25 19:37:39.230,42.7567,13.1487,9.2,2.5
2016-08-25 19:45:23.420,42.6412,13.2998,10.9,2.1
2016-08-25 19:51:25.160,42.6058,13.2938,7.9,2.5
2016-08-25 19:59:55.920,42.7917,13.2623,11.1,2.2
2016-08-25 20:02:54.460,42.6083,13.2997,8.2,2.0
2016-08-25 20:08:10.310,42.6083,13.2673,10.3,2.2
2016-08-25 20:29:08.000,42.63,13.3088,7.6,2.8
2016-08-25 20:34:41.200,42.6342,13.2262,9.2,2.3
2016-08-25 20:42:31.870,42.7658,13.1483,9.9,2.0
2016-08-25 20:47:02.880,42.7392,13.175999999999998,10.9,2.0
2016-08-25 21:00:58.040,42.6177,13.2983,7.5,2.2
2016-08-25 21:05:31.220,42.644,13.2838,8.0,2.2
2016-08-25 21:07:13.960,42.8025,13.1628,10.2,2.1
2016-08-25 21:12:23.580,42.7825,13.1778,16.7,2.0
2016-08-25 21:31:28.590,42.7923,13.2163,8.9,2.4
2016-08-25 21:32:43.140,42.739,13.2203,10.4,2.3
2016-08-25 21:40:44.960,42.5908,13.2883,10.4,3.4
2016-08-25 21:44:02.370,42.6115,13.2267,14.6,2.1
2016-08-25 21:48:49.850,42.6062,13.2968,9.6,2.6
2016-08-25 22:17:48.600,42.7623,13.158,10.4,2.0
2016-08-25 22:26:48.510,42.6258,13.2252,9.7,2.4
2016-08-25 22:40:42.040,42.8187,13.1925,10.1,2.3
2016-08-25 22:42:37.400,42.7912,13.1968,6.6,2.0
2016-08-25 22:49:44.170,42.812,13.1817,15.3,2.2
2016-08-25 22:55:13.280,42.792,13.1487,10.8,2.2
2016-08-25 22:59:27.820,42.8188,13.1637,8.8,2.3
2016-08-25 23:00:16.570,42.6348,13.2967,10.5,2.2
2016-08-25 23:05:17.410,42.7252,13.1923,10.4,2.5
2016-08-25 23:06:06.450,42.6408,13.2913,8.3,2.7
2016-08-25 23:09:31.480,42.7198,13.2247,9.9,2.0
2016-08-25 23:14:24.230,42.6237,13.2902,7.9,2.6
2016-08-25 23:14:24.320,42.6298,13.2972,8.1,2.4
2016-08-25 23:16:23.140,42.5332,13.2217,10.6,2.2
2016-08-25 23:20:47.610,42.7233,13.2213,10.4,2.0
2016-08-25 23:24:21.290,42.7347,13.2017,8.7,2.0
2016-08-25 23:26:37.320,42.8257,13.1568,8.4,2.4
2016-08-25 23:27:19.380,42.6038,13.2507,10.7,2.5
2016-08-25 23:39:17.390,42.8048,13.2113,9.9,2.4
2016-08-25 23:40:46.850,42.8128,13.2102,12.6,2.2
2016-08-25 23:53:25.390,42.8182,13.1487,8.0,2.0
2016-08-25 23:56:04.210,42.8168,13.1508,4.2,2.1
2016-08-26 00:08:55.120,42.8447,13.1717,13.3,2.1
2016-08-26 00:13:06.850,42.7365,13.3098,19.3,2.6
2016-08-26 00:13:45.480,42.8317,13.1635,10.2,2.3
2016-08-26 00:16:24.640,42.7497,13.1895,9.6,2.1
2016-08-26 00:20:03.400,42.8323,13.1598,9.9,2.0
2016-08-26 00:24:41.580,42.7368,13.1947,6.5,2.0
2016-08-26 00:43:46.020,42.7273,13.2498,10.0,2.3
2016-08-26 00:45:10.840,42.6165,13.2255,11.2,2.3
2016-08-26 00:46:23.690,42.8062,13.222999999999999,7.8,3.1
2016-08-26 00:46:23.820,42.8118,13.2147,9.3,2.8
2016-08-26 00:47:17.350,42.8133,13.1842,8.0,2.3
2016-08-26 00:48:16.170,42.772,13.1577,11.1,2.0
2016-08-26 00:54:20.560,42.8217,13.2108,6.7,2.2
2016-08-26 00:56:26.700,42.8123,13.232999999999999,7.8,2.0
2016-08-26 01:28:10.930,42.8242,13.1417,9.6,2.0
2016-08-26 01:34:07.620,42.8408,13.137,8.2,2.0
2016-08-26 01:35:45.070,42.7717,13.2427,9.3,2.3
2016-08-26 01:36:13.840,42.6138,13.317,11.0,2.0
2016-08-26 01:49:55.560,42.8047,13.2337,9.0,3.6
2016-08-26 02:02:17.660,42.8072,13.1857,6.9,2.1
2016-08-26 02:04:09.160,42.6617,13.2842,8.3,3.6
2016-08-26 02:13:29.780,42.805,13.2078,9.2,2.3
2016-08-26 02:19:59.230,42.7402,13.2243,6.3,2.0
2016-08-26 02:29:31.930,42.7225,13.1993,10.8,2.3
2016-08-26 02:30:22.700,42.7317,13.1858,10.3,2.3
2016-08-26 02:36:29.860,42.6753,13.2233,12.0,2.1
2016-08-26 02:53:20.010,42.6252,13.2435,10.9,2.1
2016-08-26 03:06:47.210,42.6227,13.3058,11.1,2.2
2016-08-26 03:09:00.410,42.7892,13.2265,5.4,2.0
2016-08-26 03:09:59.880,42.7555,13.1952,9.6,2.2
2016-08-26 03:26:49.170,42.8215,13.1567,9.0,2.1
2016-08-26 03:41:06.600,42.8103,13.2402,9.3,2.3
2016-08-26 04:04:40.430,42.8277,13.1465,11.1,2.0
2016-08-26 04:05:05.430,42.8025,13.17,9.9,2.2
2016-08-26 04:08:21.440,42.848,13.2087,6.8,2.1
2016-08-26 04:35:25.820,42.8063,13.1567,8.7,2.7
2016-08-26 04:53:15.670,42.7328,13.2713,9.8,2.2
2016-08-26 04:55:08.350,42.6233,13.3027,10.6,2.1
2016-08-26 05:05:51.390,42.7293,13.237,9.5,2.1
2016-08-26 05:06:25.400,42.6818,13.2103,10.6,2.1
2016-08-26 05:08:51.190,42.6193,13.3087,9.1,2.5
2016-08-26 05:14:39.680,42.716,13.2797,10.6,2.2
2016-08-26 05:24:01.580,43.2828,12.6533,9.9,2.0
2016-08-26 05:31:00.840,42.7953,13.1972,10.2,2.4
2016-08-26 05:37:42.780,42.7628,13.1868,9.6,2.1
2016-08-26 06:02:24.090,42.8073,13.1498,10.1,2.0
2016-08-26 06:08:03.100,42.6975,13.2305,10.7,3.0
2016-08-26 06:09:45.380,42.6953,13.2363,9.5,2.3
2016-08-26 06:11:55.960,42.6163,13.2985,11.0,2.1
2016-08-26 06:21:09.870,42.6153,13.2952,7.5,3.0
